tableId,rowIndex,content,issue_pri,issue_sec,land_use,loc_coord,loc_kp,loc_mer,loc_other,loc_tract,loc_utm,status_bin,status_txt,vec_pri,vec_sec,location,status,vec_simple,subvec_simple
0114daa6-c048-4081-b4cf-7a9d7461fa44,1,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Disturbed", "Erosion and Surface Drainage (Low)", "KP 0+020", "Erosion observed from the facility gravel pad, sediment deposited in the ditch  adjacent to the fence  Water ponding observed in the ditch southwest of the facility ", "Monitor in 2018.", "Unresolved"]]","Erosion and Surface Drainage (Low)",NULL,Disturbed,NULL,"KP 0+020",NULL,NULL,NULL,NULL,Unresolved,"Monitor in 2018.","Erosion and Surface Drainage (Low)",NULL,NULL,NULL,physical,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,2,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Forested", "Weeds (Moderate)", "KP 0+120", "Perennial sow thistle (Sonchus arvensis) observed (approximately one individual  per square metre)", "Monitor in 2018 and implement weed control as required.", "Unresolved"]]","Weeds (Moderate)",NULL,Forested,NULL,"KP 0+120",NULL,NULL,NULL,NULL,Unresolved,"Monitor in 2018 and implement weed control as required.","Weeds (Moderate)",NULL,NULL,NULL,vegetation,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,3,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Forested", "Erosion (Moderate)", "KP 0+120", "Erosion log can be removed ", "Remove erosion log.", "Unresolved"]]","Erosion (Moderate)",NULL,Forested,NULL,"KP 0+120",NULL,NULL,NULL,NULL,Unresolved,"Remove erosion log.","Erosion (Moderate)",NULL,NULL,NULL,physical,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,4,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Forested", "Plant Growth and Weeds (Moderate)", "KP 0+220", "Small patch (~10 m<s>2</s>) of sparse vegetation cover compared to off the ROW   (< 80% compared to ROW) Perennial sow thistle is present at low densities ", "Monitor in 2018 and implement weed control as required.", "Unresolved"]]","Plant Growth and Weeds (Moderate)",NULL,Forested,NULL,"KP 0+220",NULL,NULL,NULL,NULL,Unresolved,"Monitor in 2018 and implement weed control as required.","Plant Growth and Weeds (Moderate)",NULL,NULL,NULL,vegetation,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,5,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Forested", "Erosion (Moderate)", "KP 0+200 to KP 0+513", "Sediment fence is in good condition, but no longer required - vegetation is  providing adequate erosion control", "Remove sediment fence.", "Unresolved"]]","Erosion (Moderate)",NULL,Forested,NULL,"KP 0+200 to KP 0+513",NULL,NULL,NULL,NULL,Unresolved,"Remove sediment fence.","Erosion (Moderate)",NULL,NULL,NULL,physical,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,6,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Forested", "Weeds (Low)", "KP 0+360", "Single scentless chamomile (Tripleurospermum inodorum) individual observed  Scentless chamomile not classified as a noxious weed in Ontario ", "None.", "Resolved – weed hand-pulled"]]","Weeds (Low)",NULL,Forested,NULL,"KP 0+360",NULL,NULL,NULL,NULL,"Resolved – weed hand-pulled",None.,"Weeds (Low)",NULL,NULL,NULL,vegetation,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,7,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Forested", "Weeds (Moderate)", "KP 0+500", "Perennial sow thistle found north of the watercourse crossing at KP 0+514 at low  densities", "Monitor in 2018 and implement weed control as required.", "Unresolved"]]","Weeds (Moderate)",NULL,Forested,NULL,"KP 0+500",NULL,NULL,NULL,NULL,Unresolved,"Monitor in 2018 and implement weed control as required.","Weeds (Moderate)",NULL,NULL,NULL,vegetation,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,8,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Disturbed", "Plant Growth (Moderate)", "KP 0+800", "< 80% vegetation cover observed on ROW compared to off-ROW  Trace levels of establishing native vegetation   Erosion control materials are in good condition ", "Monitor in 2018. Low vegetation establishment is consistent with Year 1 expectations.", "Unresolved"]]","Plant Growth (Moderate)",NULL,Disturbed,NULL,"KP 0+800",NULL,NULL,NULL,NULL,Unresolved,"Monitor in 2018. Low vegetation establishment is consistent with Year 1 expectations.","Plant Growth (Moderate)",NULL,NULL,NULL,vegetation,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,9,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Forested", "Weeds (Moderate)", "KP 0+950", "Leafy spurge (Euphorbia esula) observed (fewer than 10 individuals) ", "Monitor in 2018 and implement weed control as required.", "Unresolved"]]","Weeds (Moderate)",NULL,Forested,NULL,"KP 0+950",NULL,NULL,NULL,NULL,Unresolved,"Monitor in 2018 and implement weed control as required.","Weeds (Moderate)",NULL,NULL,NULL,vegetation,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,10,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Disturbed", "Subsidence (Moderate)", "KP 2+540", "Two areas of 10 to 30 cm deep subsidence  ", "Repair and monitor in 2018.", "<s>Resolved </s>–repaired in August 2017"]]","Subsidence (Moderate)",NULL,Disturbed,NULL,"KP 2+540",NULL,NULL,NULL,NULL,"<s>Resolved </s>–repaired in August 2017","Repair and monitor in 2018.","Subsidence (Moderate)",NULL,NULL,NULL,physical,NULL
0114daa6-c048-4081-b4cf-7a9d7461fa44,11,"[["Land Use", "Condition/ Issues Noted (Rating)", "KP <s>1,2</s>", "Notes", "Recommendation(s)", "Status"], ["Disturbed", "Subsidence (Moderate)", "KP 2+600", "Bell hole subsidence on both sides of the watercourse crossing 2+602  ", "Repair and monitor in 2018.", "<s>Resolved </s>–repaired in August 2017"]]","Subsidence (Moderate)",NULL,Disturbed,NULL,"KP 2+600",NULL,NULL,NULL,NULL,"<s>Resolved </s>–repaired in August 2017","Repair and monitor in 2018.","Subsidence (Moderate)",NULL,NULL,NULL,physical,NULL
