tableId,rowIndex,content,issue_pri,issue_sec,land_use,loc_coord,loc_kp,loc_mer,loc_other,loc_tract,loc_utm,status_bin,status_txt,vec_pri,vec_sec,location,status,vec_simple,subvec_simple,VECassigned,soil,vegetation,water,fish,wildlife,species,air,heritage,physical,wetlands,acoustic,navigation,Company_label,Rare
66e4d6ae-6ff9-4975-81ce-ef912dac1535,47,"[[""Biophysical Element"", ""Alignment Sheet No."", ""Legal Land Description (W6M) and Kilometre Post (KP)"", ""Land Use"", ""Outstanding Issue"", ""Potential Adverse Environmental Effect"", ""Proposed Action and Schedule"", ""2012 Monitoring and remediation work completed"", ""VEC"", ""GIS"", ""Topic""], [""Alteration of the Acoustic Environment along the route"", ""--"", ""--"", ""--"", ""--"", ""--"", ""No environmental issues identified during preconstruction activities"", ""No environmental issues identified during preconstruction activities"", ""10. Acoustic Environment"", """", """"]]",--,Alteration of the Acoustic Environment along the route,--,--,--,W6M,,,,,No environmental issues identified during preconstruction activities,10 . acoustic environment,alteration of the acoustic environment along the route,,,acoustic,acoustic,acoustic,0,0,0,0,0,0,0,0,0,0,1,1,Yes,Yes
c046f97b-e73f-48ff-8a9c-d43b761ed7f2,28,"[[""Biophysical Element"", ""Legal Land Description (W6M) and Kilometer Post (KP)"", ""Land Use"", ""2011 Issue Identified"", ""Potential Adverse Environmental Effect"", ""Issues Identified in  2012 Monitoring"", ""Recommendations"", ""VEC"", ""GIS"", ""Topic""], [""Alteration of the Acoustic Environment along the Route"", ""--"", ""--"", ""--"", ""--"", ""No environmental issues identified during preconstruction activities."", """", ""10.    Acoustic Environment"", """", """"]]",<s>--</s>,Alteration of the Acoustic Environment along <s>the Route</s>,<s>--</s>,<s>--</s>,<s>--</s>,W6M,,,,,No environmental issues identified during <s>preconstruction activities.</s>,< s>10 . acoustic environment</s >,,,,acoustic,acoustic,acoustic,0,0,0,0,0,0,0,0,0,0,1,1,Yes,yes
506176a6-8fd4-4917-91a8-887107d921bd,11,"[[""Environmental Issues"", ""Assessed Location(s)"", ""Mitigative Measures and Observations in 2009"", ""Status"", ""Comments"", ""VEC"", ""GIS"", ""Topic""], [""(b) disruption of low lying wet areas that act as filtration systems"", ""Entire route"", ""See Wetlands element •"", ""Resolved"", ""See Wetlands element"", ""10.  TRADITIONAL LAND USE"", """", """"]]",(b) disruption of low lying wet areas that act as filtration systems,See Wetlands element •,,,,,Entire route,,,Resolved,,10 . traditional land use,see wetlands element •,,,wetlands,wetlands,air,0,0,0,0,0,0,1,0,0,0,1,0,Yes,yes
87cb136f-07b5-44b6-a477-93b07c77b33c,9,"[[""Environmental Issues"", ""Assessed Location(s)"", ""Mitigative Measures and Observations in 2009"", ""Status"", ""Comments"", ""VEC"", ""GIS"", ""Topic""], [""(a) disruption of farming activities"", ""Entire route"", ""Crop height, density and vigour appeared consistent with off • right-of-way crop conditions from KP 2.0 to KP 2.3 in 2009. Fallow land was observed from KP 2.4 to KP 3.4 during the • 2009 PCM."", ""Unresolved from KP 2.4 to KP 3.4"", ""Continue to monitor the crop growth during routine Operations and Maintenance activities."", ""7.  HUMAN OCCUPANCY AND RESOURCE USE"", """", """"]]",(a) disruption of farming activities,"Crop height, density and vigour appeared consistent with off • right-of-way crop conditions from KP 2.0 to KP 2.3 in 2009. Fallow land was observed from KP 2.4 to KP 3.4 during the • 2009 PCM.",,,"Crop height, density and vigour appeared consistent with off • right-of-way crop conditions from KP 2.0 to KP 2.3 in 2009. Fallow land was observed from KP 2.4 to KP 3.4 during the • 2009 PCM.",,Entire route,,,,Unresolved from KP 2.4 to KP 3.4,7 . human occupancy and resource use,,,,acoustic,human occupancy,air,0,0,0,0,0,0,1,1,0,0,1,0,Yes,yes
66e4d6ae-6ff9-4975-81ce-ef912dac1535,42,"[[""Biophysical Element"", ""Alignment Sheet No."", ""Legal Land Description (W6M) and Kilometre Post (KP)"", ""Land Use"", ""Outstanding Issue"", ""Potential Adverse Environmental Effect"", ""Proposed Action and Schedule"", ""2012 Monitoring and remediation work completed"", ""VEC"", ""GIS"", ""Topic""], [""Increased Sedimentation"", ""--"", ""--"", ""--"", ""--"", ""--"", ""No environmental issues identified during the 2011 PCMP."", ""No environmental issues identified during the 2012 PCMP."", ""5. Fish and Fish Habitat"", """", """"]]",--,Increased Sedimentation,--,--,--,W6M,,,,,No environmental issues identified during the 2011 PCMP.,5 . fish and fish habitat,increase sedimentation,,,fish,fish,fish,0,0,0,2,1,0,0,0,0,1,1,0,Yes,yes
ec74ee05-cc24-4424-92ff-d7b4e93ff09c,13,"[[""Environmental Issues"", ""Location"", ""Observations in 2010"", ""Observations in 2011"", ""Status"", ""Recommendations"", ""VEC"", ""GIS"", ""Topic""], [""(b) Increased sedimentation"", ""Unnamed Creek at KP 9.2"", ""•  No increase in sedimentation observed during 2010 PCEM program."", ""--"", ""Resolved"", ""None."", ""4. FISH AND FISH HABITAT"", """", """"]]",(b) Increased sedimentation,--,,Unnamed Creek at KP 9.2,,,Unnamed Creek at KP 9.2,,,Resolved,None.,4 . fish and fish habitat,,,,fish,fish,fish,0,0,0,2,1,0,0,0,0,1,1,0,Yes,yes
c046f97b-e73f-48ff-8a9c-d43b761ed7f2,29,"[[""Biophysical Element"", ""Legal Land Description (W6M) and Kilometer Post (KP)"", ""Land Use"", ""2011 Issue Identified"", ""Potential Adverse Environmental Effect"", ""Issues Identified in  2012 Monitoring"", ""Recommendations"", ""VEC"", ""GIS"", ""Topic""], [""Loss or alteration of Heritage Resources along the Route"", ""--"", ""--"", ""--"", ""--"", ""No environmental issues identified during the 2012 PCMP."", """", ""11.    Heritage Resources"", """", """"]]",<s>--</s>,Loss or alteration of Heritage Resources along <s>the Route</s>,<s>--</s>,<s>--</s>,<s>--</s>,W6M,,,,,No environmental issues identified during the 2012 <s>PCMP.</s>,< s>11 . heritage resources</s >,,,,heritage,heritage,heritage,0,0,0,0,0,0,0,2,0,0,0,0,Yes,yes
ec74ee05-cc24-4424-92ff-d7b4e93ff09c,17,"[[""Environmental Issues"", ""Location"", ""Observations in 2010"", ""Observations in 2011"", ""Status"", ""Recommendations"", ""VEC"", ""GIS"", ""Topic""], [""(a) Alteration of wildlife habitat"", ""Pipeline Loop"", ""•  See Vegetation element."", ""--"", ""Resolved"", ""None."", ""6. WILDLIFE AND WILDLIFE HABITAT"", """", """"]]",(a) Alteration of wildlife habitat,--,,Pipeline Loop,,,Pipeline Loop,,,Resolved,None.,6 . wildlife and wildlife habitat,,,,wildlife,habitat,wildlife,0,0,0,1,2,0,0,0,0,0,1,0,Yes,yes
ff8358e1-1ad6-46c0-84c7-a7c790040dfd,5,"[[""Environmental Issues"", ""Location"", ""Mitigative Measures and Observations in 2007"", ""Status"", ""Comments"", ""VEC"", ""GIS"", ""Topic""], [""(a) loss or alteration of potential wildlife habitat"", ""Entire route"", ""Minimal clearing (approximately (9 ha) was required as • the right-of-way paralleled existing clearing for 95% of its route. Natural recovery occurring along the length of the • right-of-way in Alberta and in BC. Few low-growing shrubs and grasses were observed • along the right-of-way at the time of the PCM program."", ""Resolved"", ""Continue to monitor the re-establishment of low-growing shrubs and grasses on the right-of-way during normal Operations and Maintenance activities."", ""3.   WILDLIFE AND WILDLIFE HABITAT"", """", """"]]",(a) loss or alteration of potential wildlife habitat,Minimal clearing (approximately (9 ha) was required as • the right-of-way paralleled existing clearing for 95% of its route. Natural recovery occurring along the length of the • right-of-way in Alberta and in BC. Few low-growing shrubs and grasses were observed • along the right-of-way at the time of the PCM program.,,,,,Entire route,,,Resolved,,3 . wildlife and wildlife habitat,minimal clearing ( approximately ( 9 ha ) be require as • the right - of - way parallel exist clear for 95 % of its route . natural recovery occur along the length of the • right - of - way in alberta and in bc . few - grow shrub and grass be • along the right - of - way at the time of the pcm program .,,,wildlife,habitat,wildlife,0,0,0,1,2,0,0,0,0,0,1,0,Yes,yes
66e4d6ae-6ff9-4975-81ce-ef912dac1535,48,"[[""Biophysical Element"", ""Alignment Sheet No."", ""Legal Land Description (W6M) and Kilometre Post (KP)"", ""Land Use"", ""Outstanding Issue"", ""Potential Adverse Environmental Effect"", ""Proposed Action and Schedule"", ""2012 Monitoring and remediation work completed"", ""VEC"", ""GIS"", ""Topic""], [""Loss or alteration of Heritage Resources along the route"", ""--"", ""--"", ""--"", ""--"", ""--"", ""No environmental issues identified during the 2011 PCMP."", ""No environmental issues identified during the 2012 PCMP."", ""11. Heritage Resources"", """", """"]]",--,Loss or alteration of Heritage Resources along the route,--,--,--,W6M,,,,,No environmental issues identified during the 2011 PCMP.,11 . heritage resource,loss or alteration of heritage resource along the route,,,heritage,heritage,air,0,0,0,0,0,0,1,1,0,0,1,0,Yes,yes
